"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Menard County, TX"	"48327"	"2018"	"2018"	Suppressed	2139	Suppressed
	"Menard County, TX"	"48327"	"2019"	"2019"	Suppressed	2138	Suppressed
	"Menard County, TX"	"48327"	"2020 "	"2020"	Suppressed	2124	Suppressed
	"Midland County, TX"	"48329"	"2018"	"2018"	16	172578	Unreliable
	"Midland County, TX"	"48329"	"2019"	"2019"	11	176832	Unreliable
	"Midland County, TX"	"48329"	"2020 "	"2020"	22	177863	12.4
	"Milam County, TX"	"48331"	"2018"	"2018"	Suppressed	25131	Suppressed
	"Milam County, TX"	"48331"	"2019"	"2019"	Suppressed	24823	Suppressed
	"Milam County, TX"	"48331"	"2020 "	"2020"	Suppressed	24708	Suppressed
	"Mills County, TX"	"48333"	"2018"	"2018"	Suppressed	4921	Suppressed
	"Mills County, TX"	"48333"	"2019"	"2019"	Suppressed	4873	Suppressed
	"Mills County, TX"	"48333"	"2020 "	"2020"	Suppressed	4840	Suppressed
	"Mitchell County, TX"	"48335"	"2018"	"2018"	Suppressed	8145	Suppressed
	"Mitchell County, TX"	"48335"	"2019"	"2019"	Suppressed	8545	Suppressed
	"Mitchell County, TX"	"48335"	"2020 "	"2020"	Suppressed	8202	Suppressed
	"Montague County, TX"	"48337"	"2018"	"2018"	Suppressed	19596	Suppressed
	"Montague County, TX"	"48337"	"2019"	"2019"	Suppressed	19818	Suppressed
	"Montague County, TX"	"48337"	"2020 "	"2020"	Suppressed	19962	Suppressed
	"Montgomery County, TX"	"48339"	"2018"	"2018"	73	590925	12.4
	"Montgomery County, TX"	"48339"	"2019"	"2019"	92	607391	15.1
	"Montgomery County, TX"	"48339"	"2020 "	"2020"	113	626351	18.0
	"Moore County, TX"	"48341"	"2018"	"2018"	Suppressed	21485	Suppressed
	"Moore County, TX"	"48341"	"2019"	"2019"	Suppressed	20940	Suppressed
	"Moore County, TX"	"48341"	"2020 "	"2020"	Suppressed	20654	Suppressed
	"Morris County, TX"	"48343"	"2018"	"2018"	Suppressed	12339	Suppressed
	"Morris County, TX"	"48343"	"2019"	"2019"	Suppressed	12388	Suppressed
	"Morris County, TX"	"48343"	"2020 "	"2020"	Suppressed	12393	Suppressed
	"Motley County, TX"	"48345"	"2018"	"2018"	Suppressed	1234	Suppressed
	"Motley County, TX"	"48345"	"2019"	"2019"	Suppressed	1200	Suppressed
	"Motley County, TX"	"48345"	"2020 "	"2020"	Suppressed	1185	Suppressed
	"Nacogdoches County, TX"	"48347"	"2018"	"2018"	Suppressed	65711	Suppressed
	"Nacogdoches County, TX"	"48347"	"2019"	"2019"	Suppressed	65204	Suppressed
	"Nacogdoches County, TX"	"48347"	"2020 "	"2020"	Suppressed	64753	Suppressed
	"Navarro County, TX"	"48349"	"2018"	"2018"	Suppressed	49565	Suppressed
	"Navarro County, TX"	"48349"	"2019"	"2019"	Suppressed	50113	Suppressed
	"Navarro County, TX"	"48349"	"2020 "	"2020"	Suppressed	50694	Suppressed
	"Newton County, TX"	"48351"	"2018"	"2018"	Suppressed	13746	Suppressed
	"Newton County, TX"	"48351"	"2019"	"2019"	Suppressed	13595	Suppressed
	"Newton County, TX"	"48351"	"2020 "	"2020"	Suppressed	13414	Suppressed
	"Nolan County, TX"	"48353"	"2018"	"2018"	Suppressed	14751	Suppressed
	"Nolan County, TX"	"48353"	"2019"	"2019"	Suppressed	14714	Suppressed
	"Nolan County, TX"	"48353"	"2020 "	"2020"	Suppressed	14835	Suppressed
	"Nueces County, TX"	"48355"	"2018"	"2018"	52	362265	14.4
	"Nueces County, TX"	"48355"	"2019"	"2019"	45	362294	12.4
	"Nueces County, TX"	"48355"	"2020 "	"2020"	93	363148	25.6
	"Ochiltree County, TX"	"48357"	"2018"	"2018"	Suppressed	9947	Suppressed
	"Ochiltree County, TX"	"48357"	"2019"	"2019"	Suppressed	9836	Suppressed
	"Ochiltree County, TX"	"48357"	"2020 "	"2020"	Suppressed	9598	Suppressed
	"Oldham County, TX"	"48359"	"2018"	"2018"	Suppressed	2131	Suppressed
	"Oldham County, TX"	"48359"	"2019"	"2019"	Suppressed	2112	Suppressed
	"Oldham County, TX"	"48359"	"2020 "	"2020"	Suppressed	2135	Suppressed
	"Orange County, TX"	"48361"	"2018"	"2018"	12	83572	Unreliable
	"Orange County, TX"	"48361"	"2019"	"2019"	12	83396	Unreliable
	"Orange County, TX"	"48361"	"2020 "	"2020"	29	82878	35.0
	"Palo Pinto County, TX"	"48363"	"2018"	"2018"	Suppressed	28875	Suppressed
	"Palo Pinto County, TX"	"48363"	"2019"	"2019"	Suppressed	29189	Suppressed
	"Palo Pinto County, TX"	"48363"	"2020 "	"2020"	Suppressed	29320	Suppressed
	"Panola County, TX"	"48365"	"2018"	"2018"	Suppressed	23148	Suppressed
	"Panola County, TX"	"48365"	"2019"	"2019"	Suppressed	23194	Suppressed
	"Panola County, TX"	"48365"	"2020 "	"2020"	Suppressed	23187	Suppressed
	"Parker County, TX"	"48367"	"2018"	"2018"	Suppressed	138371	Suppressed
	"Parker County, TX"	"48367"	"2019"	"2019"	15	142878	Unreliable
	"Parker County, TX"	"48367"	"2020 "	"2020"	19	148198	Unreliable
	"Parmer County, TX"	"48369"	"2018"	"2018"	Suppressed	9864	Suppressed
	"Parmer County, TX"	"48369"	"2019"	"2019"	Suppressed	9605	Suppressed
	"Parmer County, TX"	"48369"	"2020 "	"2020"	Suppressed	9522	Suppressed
	"Pecos County, TX"	"48371"	"2018"	"2018"	Suppressed	15673	Suppressed
	"Pecos County, TX"	"48371"	"2019"	"2019"	Suppressed	15823	Suppressed
	"Pecos County, TX"	"48371"	"2020 "	"2020"	Suppressed	15718	Suppressed
	"Polk County, TX"	"48373"	"2018"	"2018"	Suppressed	50031	Suppressed
	"Polk County, TX"	"48373"	"2019"	"2019"	Suppressed	51353	Suppressed
	"Polk County, TX"	"48373"	"2020 "	"2020"	12	52995	Unreliable
	"Potter County, TX"	"48375"	"2018"	"2018"	15	119648	Unreliable
	"Potter County, TX"	"48375"	"2019"	"2019"	28	117415	23.8
	"Potter County, TX"	"48375"	"2020 "	"2020"	27	116004	23.3
	"Presidio County, TX"	"48377"	"2018"	"2018"	Suppressed	6948	Suppressed
	"Presidio County, TX"	"48377"	"2019"	"2019"	Suppressed	6704	Suppressed
	"Presidio County, TX"	"48377"	"2020 "	"2020"	Suppressed	6508	Suppressed
	"Rains County, TX"	"48379"	"2018"	"2018"	Suppressed	12159	Suppressed
	"Rains County, TX"	"48379"	"2019"	"2019"	Suppressed	12514	Suppressed
	"Rains County, TX"	"48379"	"2020 "	"2020"	Suppressed	12552	Suppressed
	"Randall County, TX"	"48381"	"2018"	"2018"	14	136271	Unreliable
	"Randall County, TX"	"48381"	"2019"	"2019"	16	137713	Unreliable
	"Randall County, TX"	"48381"	"2020 "	"2020"	21	139899	15.0
	"Reagan County, TX"	"48383"	"2018"	"2018"	Suppressed	3741	Suppressed
	"Reagan County, TX"	"48383"	"2019"	"2019"	Suppressed	3849	Suppressed
	"Reagan County, TX"	"48383"	"2020 "	"2020"	Suppressed	3833	Suppressed
	"Real County, TX"	"48385"	"2018"	"2018"	Suppressed	3478	Suppressed
	"Real County, TX"	"48385"	"2019"	"2019"	Suppressed	3452	Suppressed
	"Real County, TX"	"48385"	"2020 "	"2020"	Suppressed	3411	Suppressed
	"Red River County, TX"	"48387"	"2018"	"2018"	Suppressed	12175	Suppressed
	"Red River County, TX"	"48387"	"2019"	"2019"	Suppressed	12023	Suppressed
	"Red River County, TX"	"48387"	"2020 "	"2020"	Suppressed	11995	Suppressed
	"Reeves County, TX"	"48389"	"2018"	"2018"	Suppressed	15695	Suppressed
	"Reeves County, TX"	"48389"	"2019"	"2019"	Suppressed	15976	Suppressed
	"Reeves County, TX"	"48389"	"2020 "	"2020"	Suppressed	15949	Suppressed
	"Refugio County, TX"	"48391"	"2018"	"2018"	Suppressed	7032	Suppressed
	"Refugio County, TX"	"48391"	"2019"	"2019"	Suppressed	6948	Suppressed
	"Refugio County, TX"	"48391"	"2020 "	"2020"	Suppressed	6877	Suppressed
	"Roberts County, TX"	"48393"	"2018"	"2018"	Suppressed	903	Suppressed
	"Roberts County, TX"	"48393"	"2019"	"2019"	Suppressed	854	Suppressed
	"Roberts County, TX"	"48393"	"2020 "	"2020"	Suppressed	813	Suppressed
	"Robertson County, TX"	"48395"	"2018"	"2018"	Suppressed	17284	Suppressed
	"Robertson County, TX"	"48395"	"2019"	"2019"	Suppressed	17074	Suppressed
	"Robertson County, TX"	"48395"	"2020 "	"2020"	Suppressed	17155	Suppressed
	"Rockwall County, TX"	"48397"	"2018"	"2018"	14	100657	Unreliable
	"Rockwall County, TX"	"48397"	"2019"	"2019"	Suppressed	104915	Suppressed
	"Rockwall County, TX"	"48397"	"2020 "	"2020"	14	109888	Unreliable
	"Runnels County, TX"	"48399"	"2018"	"2018"	Suppressed	10234	Suppressed
	"Runnels County, TX"	"48399"	"2019"	"2019"	Suppressed	10264	Suppressed
	"Runnels County, TX"	"48399"	"2020 "	"2020"	Suppressed	10401	Suppressed
	"Rusk County, TX"	"48401"	"2018"	"2018"	Suppressed	54450	Suppressed
	"Rusk County, TX"	"48401"	"2019"	"2019"	Suppressed	54406	Suppressed
	"Rusk County, TX"	"48401"	"2020 "	"2020"	Suppressed	54324	Suppressed
	"Sabine County, TX"	"48403"	"2018"	"2018"	Suppressed	10589	Suppressed
	"Sabine County, TX"	"48403"	"2019"	"2019"	Suppressed	10542	Suppressed
	"Sabine County, TX"	"48403"	"2020 "	"2020"	Suppressed	10507	Suppressed
	"San Augustine County, TX"	"48405"	"2018"	"2018"	Suppressed	8232	Suppressed
	"San Augustine County, TX"	"48405"	"2019"	"2019"	Suppressed	8237	Suppressed
	"San Augustine County, TX"	"48405"	"2020 "	"2020"	Suppressed	8248	Suppressed
	"San Jacinto County, TX"	"48407"	"2018"	"2018"	Suppressed	28719	Suppressed
	"San Jacinto County, TX"	"48407"	"2019"	"2019"	Suppressed	28859	Suppressed
	"San Jacinto County, TX"	"48407"	"2020 "	"2020"	Suppressed	29301	Suppressed
	"San Patricio County, TX"	"48409"	"2018"	"2018"	Suppressed	66893	Suppressed
	"San Patricio County, TX"	"48409"	"2019"	"2019"	Suppressed	66730	Suppressed
	"San Patricio County, TX"	"48409"	"2020 "	"2020"	Suppressed	67069	Suppressed
	"San Saba County, TX"	"48411"	"2018"	"2018"	Suppressed	6054	Suppressed
	"San Saba County, TX"	"48411"	"2019"	"2019"	Suppressed	6055	Suppressed
	"San Saba County, TX"	"48411"	"2020 "	"2020"	Suppressed	6039	Suppressed
	"Schleicher County, TX"	"48413"	"2018"	"2018"	Suppressed	2895	Suppressed
	"Schleicher County, TX"	"48413"	"2019"	"2019"	Suppressed	2793	Suppressed
	"Schleicher County, TX"	"48413"	"2020 "	"2020"	Suppressed	2761	Suppressed
	"Scurry County, TX"	"48415"	"2018"	"2018"	Suppressed	16866	Suppressed
	"Scurry County, TX"	"48415"	"2019"	"2019"	Suppressed	16703	Suppressed
	"Scurry County, TX"	"48415"	"2020 "	"2020"	Suppressed	16662	Suppressed
	"Shackelford County, TX"	"48417"	"2018"	"2018"	Suppressed	3253	Suppressed
	"Shackelford County, TX"	"48417"	"2019"	"2019"	Suppressed	3265	Suppressed
	"Shackelford County, TX"	"48417"	"2020 "	"2020"	Suppressed	3300	Suppressed
	"Shelby County, TX"	"48419"	"2018"	"2018"	Suppressed	25418	Suppressed
	"Shelby County, TX"	"48419"	"2019"	"2019"	Suppressed	25274	Suppressed
	"Shelby County, TX"	"48419"	"2020 "	"2020"	Suppressed	24915	Suppressed
	"Sherman County, TX"	"48421"	"2018"	"2018"	Suppressed	3079	Suppressed
	"Sherman County, TX"	"48421"	"2019"	"2019"	Suppressed	3022	Suppressed
	"Sherman County, TX"	"48421"	"2020 "	"2020"	Suppressed	3027	Suppressed
	"Smith County, TX"	"48423"	"2018"	"2018"	19	230221	Unreliable
	"Smith County, TX"	"48423"	"2019"	"2019"	23	232751	9.9
	"Smith County, TX"	"48423"	"2020 "	"2020"	21	235806	8.9
	"Somervell County, TX"	"48425"	"2018"	"2018"	Suppressed	9016	Suppressed
	"Somervell County, TX"	"48425"	"2019"	"2019"	Suppressed	9128	Suppressed
	"Somervell County, TX"	"48425"	"2020 "	"2020"	Suppressed	9139	Suppressed
	"Starr County, TX"	"48427"	"2018"	"2018"	Suppressed	64525	Suppressed
	"Starr County, TX"	"48427"	"2019"	"2019"	Suppressed	64633	Suppressed
	"Starr County, TX"	"48427"	"2020 "	"2020"	Suppressed	64266	Suppressed
	"Stephens County, TX"	"48429"	"2018"	"2018"	Suppressed	9433	Suppressed
	"Stephens County, TX"	"48429"	"2019"	"2019"	Suppressed	9366	Suppressed
	"Stephens County, TX"	"48429"	"2020 "	"2020"	Suppressed	9334	Suppressed
	"Sterling County, TX"	"48431"	"2018"	"2018"	Suppressed	1311	Suppressed
	"Sterling County, TX"	"48431"	"2019"	"2019"	Suppressed	1291	Suppressed
	"Sterling County, TX"	"48431"	"2020 "	"2020"	Suppressed	1315	Suppressed
	"Stonewall County, TX"	"48433"	"2018"	"2018"	Suppressed	1362	Suppressed
	"Stonewall County, TX"	"48433"	"2019"	"2019"	Suppressed	1350	Suppressed
	"Stonewall County, TX"	"48433"	"2020 "	"2020"	Suppressed	1348	Suppressed
	"Sutton County, TX"	"48435"	"2018"	"2018"	Suppressed	3758	Suppressed
	"Sutton County, TX"	"48435"	"2019"	"2019"	Suppressed	3776	Suppressed
	"Sutton County, TX"	"48435"	"2020 "	"2020"	Suppressed	3738	Suppressed
	"Swisher County, TX"	"48437"	"2018"	"2018"	Suppressed	7462	Suppressed
	"Swisher County, TX"	"48437"	"2019"	"2019"	Suppressed	7397	Suppressed
	"Swisher County, TX"	"48437"	"2020 "	"2020"	Suppressed	7340	Suppressed
	"Tarrant County, TX"	"48439"	"2018"	"2018"	179	2084931	8.6
	"Tarrant County, TX"	"48439"	"2019"	"2019"	175	2102515	8.3
	"Tarrant County, TX"	"48439"	"2020 "	"2020"	305	2123347	14.4
	"Taylor County, TX"	"48441"	"2018"	"2018"	17	137640	Unreliable
	"Taylor County, TX"	"48441"	"2019"	"2019"	12	138034	Unreliable
	"Taylor County, TX"	"48441"	"2020 "	"2020"	15	139200	Unreliable
	"Terrell County, TX"	"48443"	"2018"	"2018"	Suppressed	823	Suppressed
	"Terrell County, TX"	"48443"	"2019"	"2019"	Suppressed	776	Suppressed
	"Terrell County, TX"	"48443"	"2020 "	"2020"	Suppressed	702	Suppressed
	"Terry County, TX"	"48445"	"2018"	"2018"	Suppressed	12287	Suppressed
	"Terry County, TX"	"48445"	"2019"	"2019"	Suppressed	12337	Suppressed
	"Terry County, TX"	"48445"	"2020 "	"2020"	Suppressed	12183	Suppressed
	"Throckmorton County, TX"	"48447"	"2018"	"2018"	Suppressed	1515	Suppressed
	"Throckmorton County, TX"	"48447"	"2019"	"2019"	Suppressed	1501	Suppressed
	"Throckmorton County, TX"	"48447"	"2020 "	"2020"	Suppressed	1487	Suppressed
	"Titus County, TX"	"48449"	"2018"	"2018"	Suppressed	33033	Suppressed
	"Titus County, TX"	"48449"	"2019"	"2019"	Suppressed	32750	Suppressed
	"Titus County, TX"	"48449"	"2020 "	"2020"	Suppressed	32926	Suppressed
	"Tom Green County, TX"	"48451"	"2018"	"2018"	Suppressed	118189	Suppressed
	"Tom Green County, TX"	"48451"	"2019"	"2019"	Suppressed	119200	Suppressed
	"Tom Green County, TX"	"48451"	"2020 "	"2020"	15	120010	Unreliable
	"Travis County, TX"	"48453"	"2018"	"2018"	162	1248743	13.0
	"Travis County, TX"	"48453"	"2019"	"2019"	165	1273954	13.0
	"Travis County, TX"	"48453"	"2020 "	"2020"	216	1300503	16.6
	"Trinity County, TX"	"48455"	"2018"	"2018"	Suppressed	14740	Suppressed
	"Trinity County, TX"	"48455"	"2019"	"2019"	Suppressed	14651	Suppressed
	"Trinity County, TX"	"48455"	"2020 "	"2020"	Suppressed	14883	Suppressed
	"Tyler County, TX"	"48457"	"2018"	"2018"	Suppressed	21696	Suppressed
	"Tyler County, TX"	"48457"	"2019"	"2019"	Suppressed	21672	Suppressed
	"Tyler County, TX"	"48457"	"2020 "	"2020"	Suppressed	21591	Suppressed
	"Upshur County, TX"	"48459"	"2018"	"2018"	Suppressed	41260	Suppressed
	"Upshur County, TX"	"48459"	"2019"	"2019"	Suppressed	41753	Suppressed
	"Upshur County, TX"	"48459"	"2020 "	"2020"	Suppressed	42166	Suppressed
	"Upton County, TX"	"48461"	"2018"	"2018"	Suppressed	3671	Suppressed
	"Upton County, TX"	"48461"	"2019"	"2019"	Suppressed	3657	Suppressed
	"Upton County, TX"	"48461"	"2020 "	"2020"	Suppressed	3623	Suppressed
	"Uvalde County, TX"	"48463"	"2018"	"2018"	Suppressed	26846	Suppressed
	"Uvalde County, TX"	"48463"	"2019"	"2019"	Suppressed	26741	Suppressed
	"Uvalde County, TX"	"48463"	"2020 "	"2020"	Suppressed	26742	Suppressed
	"Val Verde County, TX"	"48465"	"2018"	"2018"	Suppressed	49208	Suppressed
	"Val Verde County, TX"	"48465"	"2019"	"2019"	Suppressed	49025	Suppressed
	"Val Verde County, TX"	"48465"	"2020 "	"2020"	Suppressed	49028	Suppressed
	"Van Zandt County, TX"	"48467"	"2018"	"2018"	Suppressed	56019	Suppressed
	"Van Zandt County, TX"	"48467"	"2019"	"2019"	Suppressed	56590	Suppressed
	"Van Zandt County, TX"	"48467"	"2020 "	"2020"	Suppressed	57533	Suppressed
	"Victoria County, TX"	"48469"	"2018"	"2018"	Suppressed	92035	Suppressed
	"Victoria County, TX"	"48469"	"2019"	"2019"	Suppressed	92084	Suppressed
	"Victoria County, TX"	"48469"	"2020 "	"2020"	Suppressed	91936	Suppressed
	"Walker County, TX"	"48471"	"2018"	"2018"	Suppressed	72480	Suppressed
	"Walker County, TX"	"48471"	"2019"	"2019"	Suppressed	72971	Suppressed
	"Walker County, TX"	"48471"	"2020 "	"2020"	10	72164	Unreliable
	"Waller County, TX"	"48473"	"2018"	"2018"	Suppressed	53126	Suppressed
	"Waller County, TX"	"48473"	"2019"	"2019"	Suppressed	55246	Suppressed
	"Waller County, TX"	"48473"	"2020 "	"2020"	Suppressed	57452	Suppressed
	"Ward County, TX"	"48475"	"2018"	"2018"	Suppressed	11720	Suppressed
	"Ward County, TX"	"48475"	"2019"	"2019"	Suppressed	11998	Suppressed
	"Ward County, TX"	"48475"	"2020 "	"2020"	Suppressed	12097	Suppressed
	"Washington County, TX"	"48477"	"2018"	"2018"	Suppressed	35108	Suppressed
	"Washington County, TX"	"48477"	"2019"	"2019"	Suppressed	35882	Suppressed
	"Washington County, TX"	"48477"	"2020 "	"2020"	Suppressed	35771	Suppressed
	"Webb County, TX"	"48479"	"2018"	"2018"	23	275910	8.3
	"Webb County, TX"	"48479"	"2019"	"2019"	27	276652	9.8
	"Webb County, TX"	"48479"	"2020 "	"2020"	52	277681	18.7
	"Wharton County, TX"	"48481"	"2018"	"2018"	Suppressed	41619	Suppressed
	"Wharton County, TX"	"48481"	"2019"	"2019"	10	41556	Unreliable
	"Wharton County, TX"	"48481"	"2020 "	"2020"	Suppressed	41685	Suppressed
	"Wheeler County, TX"	"48483"	"2018"	"2018"	Suppressed	5191	Suppressed
	"Wheeler County, TX"	"48483"	"2019"	"2019"	Suppressed	5056	Suppressed
	"Wheeler County, TX"	"48483"	"2020 "	"2020"	Suppressed	4946	Suppressed
	"Wichita County, TX"	"48485"	"2018"	"2018"	18	132064	Unreliable
	"Wichita County, TX"	"48485"	"2019"	"2019"	16	132230	Unreliable
	"Wichita County, TX"	"48485"	"2020 "	"2020"	20	133205	15.0
	"Wilbarger County, TX"	"48487"	"2018"	"2018"	Suppressed	12820	Suppressed
	"Wilbarger County, TX"	"48487"	"2019"	"2019"	Suppressed	12769	Suppressed
	"Wilbarger County, TX"	"48487"	"2020 "	"2020"	Suppressed	12552	Suppressed
	"Willacy County, TX"	"48489"	"2018"	"2018"	Suppressed	21515	Suppressed
	"Willacy County, TX"	"48489"	"2019"	"2019"	Suppressed	21358	Suppressed
	"Willacy County, TX"	"48489"	"2020 "	"2020"	Suppressed	21161	Suppressed
	"Williamson County, TX"	"48491"	"2018"	"2018"	40	566719	7.1
	"Williamson County, TX"	"48491"	"2019"	"2019"	34	590551	5.8
	"Williamson County, TX"	"48491"	"2020 "	"2020"	47	617855	7.6
	"Wilson County, TX"	"48493"	"2018"	"2018"	Suppressed	50224	Suppressed
	"Wilson County, TX"	"48493"	"2019"	"2019"	Suppressed	51070	Suppressed
	"Wilson County, TX"	"48493"	"2020 "	"2020"	Suppressed	52023	Suppressed
	"Winkler County, TX"	"48495"	"2018"	"2018"	Suppressed	7720	Suppressed
	"Winkler County, TX"	"48495"	"2019"	"2019"	Suppressed	8010	Suppressed
	"Winkler County, TX"	"48495"	"2020 "	"2020"	Suppressed	7887	Suppressed
	"Wise County, TX"	"48497"	"2018"	"2018"	Suppressed	68305	Suppressed
	"Wise County, TX"	"48497"	"2019"	"2019"	10	69984	Unreliable
	"Wise County, TX"	"48497"	"2020 "	"2020"	Suppressed	71084	Suppressed
	"Wood County, TX"	"48499"	"2018"	"2018"	Suppressed	45129	Suppressed
	"Wood County, TX"	"48499"	"2019"	"2019"	Suppressed	45539	Suppressed
	"Wood County, TX"	"48499"	"2020 "	"2020"	Suppressed	46291	Suppressed
	"Yoakum County, TX"	"48501"	"2018"	"2018"	Suppressed	8591	Suppressed
	"Yoakum County, TX"	"48501"	"2019"	"2019"	Suppressed	8713	Suppressed
	"Yoakum County, TX"	"48501"	"2020 "	"2020"	Suppressed	8702	Suppressed
	"Young County, TX"	"48503"	"2018"	"2018"	Suppressed	18045	Suppressed
	"Young County, TX"	"48503"	"2019"	"2019"	Suppressed	18010	Suppressed
	"Young County, TX"	"48503"	"2020 "	"2020"	Suppressed	17904	Suppressed
	"Zapata County, TX"	"48505"	"2018"	"2018"	Suppressed	14190	Suppressed
	"Zapata County, TX"	"48505"	"2019"	"2019"	Suppressed	14179	Suppressed
	"Zapata County, TX"	"48505"	"2020 "	"2020"	Suppressed	14172	Suppressed
	"Zavala County, TX"	"48507"	"2018"	"2018"	Suppressed	11983	Suppressed
	"Zavala County, TX"	"48507"	"2019"	"2019"	Suppressed	11840	Suppressed
	"Zavala County, TX"	"48507"	"2020 "	"2020"	Suppressed	11840	Suppressed
	"Beaver County, UT"	"49001"	"2018"	"2018"	Suppressed	6580	Suppressed
	"Beaver County, UT"	"49001"	"2019"	"2019"	Suppressed	6710	Suppressed
	"Beaver County, UT"	"49001"	"2020 "	"2020"	Suppressed	6761	Suppressed
	"Box Elder County, UT"	"49003"	"2018"	"2018"	10	54950	Unreliable
	"Box Elder County, UT"	"49003"	"2019"	"2019"	Suppressed	56046	Suppressed
	"Box Elder County, UT"	"49003"	"2020 "	"2020"	13	57007	Unreliable
	"Cache County, UT"	"49005"	"2018"	"2018"	17	127068	Unreliable
	"Cache County, UT"	"49005"	"2019"	"2019"	11	128289	Unreliable
	"Cache County, UT"	"49005"	"2020 "	"2020"	13	130004	Unreliable
	"Carbon County, UT"	"49007"	"2018"	"2018"	Suppressed	20269	Suppressed
	"Carbon County, UT"	"49007"	"2019"	"2019"	Suppressed	20463	Suppressed
	"Carbon County, UT"	"49007"	"2020 "	"2020"	Suppressed	20760	Suppressed
	"Daggett County, UT"	"49009"	"2018"	"2018"	Suppressed	980	Suppressed
	"Daggett County, UT"	"49009"	"2019"	"2019"	Suppressed	950	Suppressed
	"Daggett County, UT"	"49009"	"2020 "	"2020"	Suppressed	1026	Suppressed
	"Davis County, UT"	"49011"	"2018"	"2018"	48	351713	13.6
	"Davis County, UT"	"49011"	"2019"	"2019"	46	355481	12.9
	"Davis County, UT"	"49011"	"2020 "	"2020"	62	359232	17.3
	"Duchesne County, UT"	"49013"	"2018"	"2018"	Suppressed	19964	Suppressed
	"Duchesne County, UT"	"49013"	"2019"	"2019"	Suppressed	19938	Suppressed
	"Duchesne County, UT"	"49013"	"2020 "	"2020"	Suppressed	19894	Suppressed
	"Emery County, UT"	"49015"	"2018"	"2018"	Suppressed	10014	Suppressed
	"Emery County, UT"	"49015"	"2019"	"2019"	Suppressed	10012	Suppressed
	"Emery County, UT"	"49015"	"2020 "	"2020"	Suppressed	10147	Suppressed
	"Garfield County, UT"	"49017"	"2018"	"2018"	Suppressed	5080	Suppressed
	"Garfield County, UT"	"49017"	"2019"	"2019"	Suppressed	5051	Suppressed
	"Garfield County, UT"	"49017"	"2020 "	"2020"	Suppressed	5050	Suppressed
	"Grand County, UT"	"49019"	"2018"	"2018"	Suppressed	9764	Suppressed
	"Grand County, UT"	"49019"	"2019"	"2019"	Suppressed	9754	Suppressed
	"Grand County, UT"	"49019"	"2020 "	"2020"	Suppressed	9796	Suppressed
	"Iron County, UT"	"49021"	"2018"	"2018"	Suppressed	52775	Suppressed
	"Iron County, UT"	"49021"	"2019"	"2019"	Suppressed	54839	Suppressed
	"Iron County, UT"	"49021"	"2020 "	"2020"	Suppressed	56814	Suppressed
	"Juab County, UT"	"49023"	"2018"	"2018"	Suppressed	11555	Suppressed
	"Juab County, UT"	"49023"	"2019"	"2019"	Suppressed	12017	Suppressed
	"Juab County, UT"	"49023"	"2020 "	"2020"	Suppressed	12122	Suppressed
	"Kane County, UT"	"49025"	"2018"	"2018"	Suppressed	7709	Suppressed
	"Kane County, UT"	"49025"	"2019"	"2019"	Suppressed	7886	Suppressed
	"Kane County, UT"	"49025"	"2020 "	"2020"	Suppressed	7914	Suppressed
	"Millard County, UT"	"49027"	"2018"	"2018"	Suppressed	13006	Suppressed
	"Millard County, UT"	"49027"	"2019"	"2019"	Suppressed	13188	Suppressed
	"Millard County, UT"	"49027"	"2020 "	"2020"	Suppressed	13327	Suppressed
	"Morgan County, UT"	"49029"	"2018"	"2018"	Suppressed	12045	Suppressed
	"Morgan County, UT"	"49029"	"2019"	"2019"	Suppressed	12124	Suppressed
	"Morgan County, UT"	"49029"	"2020 "	"2020"	Suppressed	12462	Suppressed
	"Piute County, UT"	"49031"	"2018"	"2018"	Suppressed	1445	Suppressed
	"Piute County, UT"	"49031"	"2019"	"2019"	Suppressed	1479	Suppressed
	"Piute County, UT"	"49031"	"2020 "	"2020"	Suppressed	1473	Suppressed
	"Rich County, UT"	"49033"	"2018"	"2018"	Suppressed	2464	Suppressed
	"Rich County, UT"	"49033"	"2019"	"2019"	Suppressed	2483	Suppressed
	"Rich County, UT"	"49033"	"2020 "	"2020"	Suppressed	2452	Suppressed
	"Salt Lake County, UT"	"49035"	"2018"	"2018"	261	1152633	22.6
	"Salt Lake County, UT"	"49035"	"2019"	"2019"	249	1160437	21.5
	"Salt Lake County, UT"	"49035"	"2020 "	"2020"	266	1165517	22.8
	"San Juan County, UT"	"49037"	"2018"	"2018"	Suppressed	15449	Suppressed
	"San Juan County, UT"	"49037"	"2019"	"2019"	Suppressed	15308	Suppressed
	"San Juan County, UT"	"49037"	"2020 "	"2020"	Suppressed	15278	Suppressed
	"Sanpete County, UT"	"49039"	"2018"	"2018"	Suppressed	30623	Suppressed
	"Sanpete County, UT"	"49039"	"2019"	"2019"	Suppressed	30939	Suppressed
	"Sanpete County, UT"	"49039"	"2020 "	"2020"	Suppressed	31393	Suppressed
	"Sevier County, UT"	"49041"	"2018"	"2018"	Suppressed	21539	Suppressed
	"Sevier County, UT"	"49041"	"2019"	"2019"	Suppressed	21620	Suppressed
	"Sevier County, UT"	"49041"	"2020 "	"2020"	Suppressed	21780	Suppressed
	"Summit County, UT"	"49043"	"2018"	"2018"	Suppressed	41933	Suppressed
